Publication date,URL,Publication date,Author Name,Image URL,Abstract,Abstract Length
2019-11-21,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-21-mein-arbeitstag-heike-stadler-leitet-die-abteilung-abonnements-in-der-universitaetsbibl,21.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/b/csm_Heike_Stadler_TobiasHopfgarten_Artikel_27c707f858.jpg,"„Als ich an der Uni Potsdam anfing, waren die Zeitschriftenregale noch voll“, sagt Heike Stadler. Heute gibt es im Informations-, Kommunikations- und Medienzentrum (IKMZ) in Golm viele Reihen mit leeren Regalen. „Ein Symbol dafür, dass der physische Ort für Medien schwindet. Der Bestand ist aber nicht geschrumpft, sondern eher gewachsen.“ Heike Stadler leitet die Abteilung Abonnements der Universitätsbibliothek Potsdam. Sie begann 2001 mit einer Aus-bildung zur Fachangestellten für Medien- und Informationsdienste an der Uni Potsdam, machte 2010 ihr Diplom in Bibliothekswissenschaft an der Fachhochschule Potsdam und ist seit 2019 Abteilungsleiterin im Dezernat Medienbearbeitung. „Ich bin mit elektronischen Medien an dieser Bibliothek groß geworden“, sagt die 38-Jährige. Einen Tag lang haben wir ihr bei der Arbeit im IKMZ über die Schulter geschaut.",859
2019-11-21,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-21-unterwegs-in-sansibar,21.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/f/csm_fussball_botgarten_foto_Torsten_Lipp_artikel_cf8f00791d.jpg,"Ein Team von Wissenschaftlern der Uni Potsdam reist Ende November gemeinsam mit Partnern aus der Klimakoordinationsstelle der Landeshauptstadt Potsdam und der Berlin-Brandenburgischen Auslandsgesellschaft sowie assoziierten Wissenschaftlern nach Sansibar. Hintergrund der Reise ist ein gemeinsames Projekt zur „Nachhaltigen Kommunalentwicklung durch Kooperation“ (NAKOPA). Vor Ort treffen sie sich mit Partnern, Organisationen und Initiativen, um den bisherigen Fortschritt zu begutachten und die künftige Zusammenarbeit vorzubereiten. In einem Online-Tagebuch auf der Webseite der Universität Potsdam berichten sie von ihrer Reise.",632
2019-11-21,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-21-vom-ungewissen-beruehrt-der-literaturwissenschaftler-johannes-ungelenk-geht-ungewoehnli,21.11.2019,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/4/3/csm_2019-10-30_nachricht_prof_ungelenk_foto_karla_fritze_8941e9beb9.jpg,No abstract found.,0
2019-11-22,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-22-von-punkten-und-wellen-geoforscher-bodo-bookhagen-erklaert-wofuer-wir-digitale-gelaende,22.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/8/csm_digitales_gelaendemodell_bookhagen_artikel_6ef3ae4dae.jpg,"Dass punktgenau arbeiten muss, wer etwas exakt vermessen will, dürfte schon immer gegolten haben. Dass man dafür aber tatsächlich Punkt für Punkt eines Geländes erfassen kann, ist noch relativ neu. Bodo Bookhagen ist Geowissenschaftler und Professor am Institut für Geowissenschaften der Universität Potsdam. Sein Spezialgebiet: geologische Fernerkundung. Magda Pchalek und Matthias Zimmermann sprachen mit ihm über die Technologie, mit deren Hilfe sich sehr exakte digitale Geländemodelle (DGM) erstellen lassen, und wofür man sie einsetzen kann.",547
2019-11-22,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-22-verhandlungsforschung-auf-dem-vormarsch-fuenf-jahre-negotiation-academy,22.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/b/d/csm_5_Jahre_NAP_DSC2048_ZIM_TobiasHopfgarten_artikel_11eb528a27.jpg,Am 13. November feierte die Negotiation Academy Potsdam (NAP) ihr fünfjähriges Bestehen – und zugleich die Gründung der Deutschen Gesellschaft für Verhandlungsforschung e.V. Zu diesem Anlass referierten die renommierten Forscher Margaret Neale (Stanford University) und Thomas Lys (Northwestern University) zu neuesten Forschungserkenntnissen aus den Bereichen Gender-Verhandlungen und Auktionsdurchführung. Neben den beiden Vorträgen sprach Hans-Peter Langer (SCHOTT AG) einige Worte zur Gründung der Deutschen Gesellschaft für Verhandlungsforschung e.V. (DGVF). Abschließend stellte die NAP Studienergebnisse zur Verhandlungsleistung deutscher Unternehmen vor.,662
2019-11-25,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-25-unterwegs-in-sansibar-tag-2-seife-aus-seegras,25.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/8/c/csm_demonstration-seaweedanbau_foto_torsten_lipp_artikel_4319215d90.jpg,No abstract found.,0
2019-11-25,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-25-kleine-faecher-grosse-relevanz-die-slavistin-susanne-straetling-ueber-die-kleine-faeche,25.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/3/csm_2019-11-25_TobiasHopfgarten_Susanne_Straeling_Artikel_1f76a21d73.jpg,"An der Universität Potsdam und an der Europa-Universität Viadrina finden in diesem Wintersemester die Kleinen Fächer-Wochen statt. Was ein kleines Fach ist und warum diese Fächer so wichtig für die Wissenschaftslandschaft sind, darüber sprach Magda Pchalek mit Susanne Strätling, Professorin für Ostslavische Literaturen und Kulturen. Das von Strätling geleitete Projekt „Osteuropastudien in Brandenburg“, das sie gemeinsam mit Kolleginnen und Kollegen aus Potsdam und Frankfurt/Oder entwickelt hat, wird in diesem Semester im Rahmen der Initiative „Kleine Fächer – Große Potenziale. Kleine Fächer-Wochen an deutschen Hochschulen“ durch die Hochschulrektorenkonferenz und das Bundesministerium für Bildung und Forschung gefördert.",730
2019-11-25,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-25-eine-generationelle-frage-universitaet-potsdam-mit-forschungsprojekt-zur-eigenen-geschi,25.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/b/d/csm_20191125_eine_gennrationelle_rolle_8-528_Fotoarchiv_der_UP_3979395630.jpg,"Seit Mai 2019 gibt es an der Universität Potsdam ein Projekt zur „Transformation der ostdeutschen Hochschulen in den 1980/90er Jahren: Potsdam in vergleichender Perspektive“. Einer der beiden Projektleiter, Prof. Dr. Domink Geppert, spricht im Interview über die Relevanz des Themas 30 Jahre nach dem Mauerfall.",311
2019-11-25,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-25-unterwegs-in-sansibar-tag-1-karibu-mit-taka-taka-party,25.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/d/csm_Sansibar_Tag_1_Foto_Torsten_Lipp_artikel_d4d32a99ff.jpg,No abstract found.,0
2019-11-26,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-26-20-jahre-unicontact-ein-messebesuch,26.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/f/csm_2019-11-26_Event_Uniclever_Foto_Michael_Rerich_Artikel_a40b63cf1a.jpg,"Ein Team von Studierenden hat die diesjährige uniContact organisiert, die am 19. November 2019 am Campus Griebnitzsee stattfand. Die Karrieremesse von Studierenden für Studierende feierte dieses Jahr ihr 20-jähriges Jubiläum – ein guter Grund die Veranstaltung zu besuchen und mehr zu erfahren über ihre Organisation, Lerneffekte und alles, was man braucht, um sie auf den Weg in die 21. Runde zu bringen.",405
2019-11-26,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-26-es-war-einmal-100-jahre-frauenwahlrecht,26.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/e/csm_SPD-Plakat_1919_Wikimedia_artikel_3fd859a030.jpg,No abstract found.,0
2019-11-27,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-27-unterwegs-in-sansibar-tag-3-plattenbau-auf-afrikanisch,27.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/6/csm_Sanisbar_2019_plattenbauten_aus_backstein_mit_bunter_waesche_foto_Torsten_lipp_artikel_1f9840e3f5.jpg,No abstract found.,0
2019-11-27,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-27-asean-qa-gemeinsam-fuer-eine-nachhaltige-qualitaetskultur,27.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/2/c/csm_Asien_Benjamin_Jung_artikel_f111d7dc42.jpg,"Die Qualität von Studium und Lehre zu sichern und zu entwickeln, ist für Hochschulen weltweit ein sich wandelndes und herausforderndes Thema. Qualitätsentwicklung muss stets flexibel auf neue externe und interne Themen und Veränderungen reagieren, diese rechtzeitig erkennen und den Umgang mit ihnen steuern können. Im Alleingang ist dies für eine einzelne Hochschule nur sehr schwer möglich. In Zusammenarbeit mit der Universität Potsdam haben Hochschulen in Südostasien jetzt die ASEAN Quality Assurance Association gegründet und ein Forum für den regionalen Austausch etabliert.",581
2019-11-27,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-27-sportspass-auf-dem-trampolin-bei-der-jumpingr-party-des-hochschulsports,27.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/b/csm_Jumpingparty_2019_Ronald_Verch_artikel_dfa3ef0b79.jpg,"Jumping goes Neon! hieß es am 22. November bei der Jumping-Party 2019, die das Zentrum für Hochschulsport in der Sporthalle auf dem Campus Golm veranstaltete. Insgesamt 170 Trampoline standen zur Verfügung und wurden bis zum Äußersten strapaziert. Bis zu sieben Trainerinnen versetzten die Teilnehmenden drei Stunden lang in Bewegung. „Es ist großartig. Wir kommen jetzt schon das dritte Mal und bereiten uns das ganze Jahr über vor. Und wir finden es ganz toll, dass so viele neue Trainerinnen dabei sind“, so das Feedback einer Teilnehmerin.",543
2019-11-28,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-28-mit-dem-puls-des-lichts-humboldt-stipendiat-marwan-deb-forscht-zu-ultraschnellem-magnet,28.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/0/csm_Photo_MD_Jan-Etienne_Pudell_artikel_d6683a4ed9.jpg,"Linsen, überall Linsen. Der Arbeitsplatz von Marwan Deb besteht aus Dutzenden von Linsen – und viel Licht. Dass Deb sich mit der Physik kondensierter Materie beschäftigt, klingt dabei nur wie ein Widerspruch. Denn im Labor benutzt er einen Laser, um gezielt Materialien zu verändern. Genauer gesagt interessiert er sich dafür, wie man mithilfe von ultrakurzen Laserimpulsen die magnetischen Eigenschaften von Stoffen nicht nur verändern, sondern punktgenau steuern kann.",470
2019-11-28,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-28-unterwegs-in-sansibar-tag-4-besuch-im-totalreservat-chumbe-island,28.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/a/csm_P1540056_Chumbe_Island_bei__Ebbe_Foto_Michael_Burkart_artikel_d64ac40fca.jpg,No abstract found.,0
2019-11-29,https://www.uni-potsdam.de/de/nachrichten/detail/2019-11-29-unterwegs-in-sansibar-tag-5-feierlichkeiten-im-park,29.11.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/4/csm_baumpflanzen_scharf2_artikel_d1e41a99f4.jpg,No abstract found.,0
2019-12-02,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-02-unterwegs-in-sansibar-tag-6-solarpumpen-und-schulgaerten,02.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/2/3/csm_2019_Sansinbar_schueler_schule_schulgarten_foto_Torsten_Lipp-artikel_daa5e2b9c6.jpg,No abstract found.,0
2019-12-03,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-03-unterwegs-in-sansibar-tag-7-nochmal-taka-taka-nun-in-kikwajuni,03.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/4/csm_Sansibar2019_generationen_Foto_Torsten_Lipp_artikel_1481472696.jpg,No abstract found.,0
2019-12-03,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-03-auf-der-erde-und-im-all-physik-studentin-ida-sigusch-engagiert-sich-im-fakultaetsrat,03.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/d/csm_Sigusch-07_Tobias_Hopfgarten_artikel_5e77bf92ae.jpg,"Für Ida Sigusch bedeutet studieren mehr als Vorlesungen und Seminare zu besuchen, Klausuren zu schreiben und Prüfungen abzulegen. Über den Tellerrand zu schauen, hat die Physik-Studentin schon von klein auf gelernt. Dinge zu hinterfragen, kritisch zu denken und nachzuhaken, brachten ihr Eltern und Lehrer bei. Seit dem Wintersemester 2015/16 studiert sie an der Uni Potsdam. Weil sie über das eigentliche Studium hinaus ihren Blick weiten möchte, engagiert sich die Studentin im Fakultätsrat der Mathematisch-Naturwissenschaftlichen Fakultät.",543
2019-12-04,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-04-wenn-informatiker-pilze-zuechten-biooekonomie-als-nachhaltiges-wirtschaftsprinzip,04.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/e/csm_AdobeStock_232058375_Robert_Kneschke_Artikel_3dbf37653f.jpg,"Die Debatte rund um Nachhaltigkeit ist hochaktuell. Was kann aktiv unternommen werden, um nachhaltiger zu wirtschaften? Wie wird auf diesem Gebiet an der Universität Potsdam geforscht und in welchem Maße betrifft das jede und jeden Einzelnen von uns? Sind Supermarktäpfel mit Druckstellen weniger wert, weil sie nicht perfekt aussehen? Nein, sagt der Wirtschaftsinformatiker Dr. Edzard Weber von der Universität Potsdam und fordert zum Umdenken auf. Anders als im Laden, würden angeschlagene Äpfel aus dem eigenen Garten auch nicht verschmäht.",543
2019-12-09,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-09-zehn-fragen-fuer-ein-buch-ficcion-heretica-disimulaciones-insulares-en-la-cuba-contempo,09.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/1/csm_P%C3%A9rez_Medrano_artikel_0dec0c5ec9.jpg,"Zehn Fragen für ein Buch, gestellt an Cuauhtémoc Pérez Medrano, Autor des Buches „Ficción herética – disimulaciones insulares en la Cuba contemporánea“, Universitätsverlag 2019.",177
2019-12-09,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-09-vom-fussball-zum-experiment-wie-kinder-wissenschaftlich-denken-lernen,09.12.2019,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/f/b/csm_2019-11_AdobeStock_Syda_Productions_a6eda019f4.jpg,"Es ist eine alte Pädagogenweisheit: Wer sich für etwas interessiert, lernt schneller. Aber warum ist das so? Und lässt sich dieser Umstand nutzen, um Kindern den Gedankenweg durch unbekanntes Gelände zu weisen? Sebastian Kempert, Juniorprofessor für Empirische Grundschulpädagogik und -didaktik, untersucht, wie sich vorhandene Interessen und neuer Lernstoff klug miteinander verknüpfen lassen.",394
2019-12-10,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-10-vorwuerfe-und-aufbruchsstimmung-im-gespraech-mit-christina-wolff-und-dr-kaethe-von-bose,10.12.2019,Jana Scholz,https://www.uni-potsdam.de/fileadmin/_processed_/7/c/csm_Christina_Wolff_Kaethe_von_Bose_TobiasHopfgarten_artikel_892f22a660.jpg,"Am 18. Dezember 2019 findet zum dritten Mal der Aktionstag #4genderstudies statt. Ins Leben gerufen wurde der bundesweite Wissenschaftstag 2017, um heftiger Kritik an der Geschlechterforschung zu begegnen und über das Fach ins Gespräch zu kommen. Über den Wissenschaftstag und die aktuelle Situation der Gender Studies an deutschen Hochschulen sprach Jana Scholz mit Christina Wolff, Zentrale Gleichstellungsbeauftragte der Universität Potsdam, und Dr. Käthe von Bose, Leiterin des Lehrbereichs Geschlechtersoziologie der Universität Potsdam.",542
2019-12-10,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-10-parkplaetze-parks-und-plaetze-wie-sich-golm-in-einen-lebenswerten-wissenschafts-park-ve,10.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/8/csm_Forest_small_artikel_9d6b28fb9c.jpg,"Golm ist ein Bahnhof. Allmorgendlich rollen Busse und Züge aus  Potsdams Innenstadt und Berlin heran, bringen Studierende und Forschende zur Universität und in die Institute des Wissenschaftsparks. Wer nicht mit den Öffentlichen kommt, stellt sein Auto oder Rad auf die dafür reservierten Plätze. Doch die Fahrzeuge werden zu Stehzeugen und blockieren den wertvollen Freiraum, in dem sich Mensch und Natur entfalten könnten.",424
2019-12-11,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-11-religioese-vielfalt-in-irakisch-kurdistan-ueber-eine-deutsch-irakische-zusammenarbeit,11.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/8/csm_DAAD-Kooperation_Irak_2_artikel_a5a749207e.jpg,"Seit 2018 kooperiert die Professur für Religionswissenschaft an der Universität Potsdam mit vier irakischen Hochschulen in Erbil und Dohuk: der Tishk International University, der Catholic University, der Salahaddin University und der University of Dohuk. Ihr gemeinsames Ziel ist es, die religiöse Vielfalt im Nordirak zu erforschen und letztlich zu stärken. Über das Projekt „Religious Diversity Potsdam-Erbil“, das durch den Deutschen Akademischen Austauschdienst (DAAD) gefördert wird, sprach Jana Scholz mit dem Leiter Prof. Dr. Johann Hafner und dem Koordinator Dr. Stefan Gatzhammer.",590
2019-12-11,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-11-medien-sind-kultur-der-bildungsforscher-bjoern-egbert-ueber-die-herausforderungen-im-um,11.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/0/csm_Egbert_DSC3704_ZIM_TobiasHopfgarten_artikel_248551cd50.jpg,"Tablets, Smartphones und -watches und interactive Whiteboards, aber auch gigantische Datenbanken, Messengerdienste und Suchmaschinen. Der Einfluss neuer Medien und medialer Techniken auf unseren Alltag ist enorm und nimmt ständig zu. Der Bildungsforscher Björn Egbert, Professor für Grundschulpädagogik Sachunterricht an der Universität Potsdam, geht der Frage nach, wie diese Vielfalt an Möglichkeiten und Einflüssen im schulischen Unterricht so berücksichtigt werden kann, dass Kinder einen aufgeklärten und aktiven Mediengebrauch erlernen. Hilfreich ist dabei der Austausch im „International Network on Cultural Diversity and New Media (CultMedia)“, das Forschende unterschiedlicher Disziplinen zusammenbringt, die sich solchen Fragen widmen. Im September 2019 trafen sich die Mitglieder von „CultMedia“ auf Einladung von Björn Egbert in Potsdam. Matthias Zimmermann sprach mit ihm über Medien, den Weg zum richtigen Umgang mit ihnen und den Wert eines Forschungsnetzwerks.",976
2019-12-11,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-11-erc-grant-fuer-potsdamer-geoforscherin,11.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/1/csm_Schildgen_03_Foto_Karla_Fritze_artikel_b06827821c.jpg,"Die Potsdamer Geoforscherin Taylor Schildgen wird mit 1,9 Millionen Euro vom Europäischen Forschungsrat ERC gefördert. Der „Consolidator Grant“ des ERC hat eine Laufzeit von 5 Jahren. Die Wissenschaftlerin wird mit dem Preisgeld untersuchen, wie sich der Klimawandel auf die Veränderung von Landoberflächen (Geomorphologie) auswirkt, zum Beispiel durch Starkregenereignisse, Überflutungen an Flüssen oder verstärkte Sedimentation.",430
2019-12-16,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-16-neues-forschungsprojekt-nutzt-augmented-reality-fuer-weiterbildung-im-katastrophenschut,16.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/8/3/csm_3D-Labor_Tobias_Hopfgarten_artikel_1ae0415644.jpg,"Seit Herbst 2019 befasst sich ein neues Verbundprojekt mit den Chancen und Möglichkeiten, Augmented Reality (AR) in der gezielten Weiterbildung von Beschäftigten im Bereich Katastrophenschutz und ziviler Sicherheit einzusetzen. In dem Projekt „AR-Ansätze in der beruflichen Weiterbildung von Verwaltungsmitarbeitern des Katastrophenschutzes und der Zivilen Sicherheit: Lern- und Problemlösungsprozesse für eine optimierte Katastrophenbewältigung mittels Simulation“ sollen in einer mobilen 3D Umgebung Großschadenslagen visualisiert und Krisenstabsszenarien simuliert werden.",575
2019-12-16,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-16-boxen-gegen-die-angst-120-kinder-und-jugendliche-trainieren-im-projekt-fair-in-potsdam-,16.12.2019,Jana Scholz,https://www.uni-potsdam.de/fileadmin/_processed_/b/e/csm_Felix_Hoffmann_und_Maria_Pohle_Foto_Thomas_Roese_artikel2_0eb1a6f537.jpg,"Ein gedämpftes Trommeln erfüllt den Kampfsportraum am Campus Neues Palais. Es stammt aber nicht von Musikinstrumenten, sondern von kleinen Fäusten, die gegen Box-Säcke schlagen. Ein Dutzend Kinder ist an diesem Nachmittag zum Boxtraining des Universitätssportvereins (USV) gekommen. Sie trainieren im Projekt „Fair in Potsdam“, das Felix Hoffmann vor fast fünf Jahren ins Leben gerufen hat.",390
2019-12-17,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-17-schichtwechsel-am-nordpol,17.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/6/e/csm_20191217_Schichtwechsel_E._Horwath_Neues_b92e2c3bf7.jpg,"Mit dem Austausch von Team und Schiffscrew geht die bislang größte wissenschaftliche Expedition in der Zentralarktis in die nächste Phase, um dringend benötigte Forschung am arktischen Klimasystem durchzuführen. Das Team des ersten Fahrtabschnitts, geprägt durch dünnes Meereis, zieht erste Bilanz: Trotz extremer Herausforderungen fließen die wissenschaftlichen Daten zuverlässig. Das neue Team sieht nun der dunkelsten und kältesten Forschungsperiode entgegen: dem bislang unerforschten arktischen Winter.",507
2019-12-17,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-17-zuhause-studierende-und-beschaeftigte-erzaehlen-persoenliche-geschichten-rund-um-ihr-zu,17.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/a/csm_AdobeStock_168423129_master1305_Mensch_in_Karton_artikel_d0cc54460a.jpg,"Sechs ganz persönliche Einblicke dazu, was Zuhause bedeutet, liefern Mitarbeitende und Studierende der Universität Potsdam in diesem Beitrag.",141
2019-12-20,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-20-im-zeichen-der-zeichen-semiotische-woche-an-der-universitaet-potsdam,20.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/a/csm_AdobeStock_214380170_jarik2405_artikel_7a34361d9e.jpg,"Unter der Leitung von Prof. Dr. Eva Kimminich findet die» Semiotische Woche« vom 3. bis zum 7. Februar 2020 im Bildungsforum und Filmmuseum Potsdam statt. Kimminich hat den neuen und preisgekrönten Studiengang »Angewandte Kulturwissenschaft und Kultursemiotik« an der Universität Potsdam ins Leben gerufen. Er gilt durch seine kultursemiotische und praxisorientierte Ausrichtung als einzigartig in Deutschland. Bei der Veranstaltungswoche handelt es sich um die Auftaktveranstaltung des neu gegründeten »Zentrums für Kultursemiotik«, welches als Scharnier zwischen Studierendenschaft und Gesellschaft fungieren soll. Die »Semiotische Woche« dient somit auch der Vernetzung und des Austauschs zwischen den Studierenden der Universität Potsdam und potentiellen Arbeitgebern aus Wirtschaft und Kultur.",798
2019-12-20,https://www.uni-potsdam.de/de/nachrichten/detail/2019-12-20-von-globalen-positionsdaten-zur-geodynamik-wie-messungen-an-der-oberflaeche-helfen-erdb,20.12.2019,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/4/a/csm_Jonathan_Weiss_Foto_J.Weiss_artikel_ee704825f2.jpg,"Jonathan Weiss ist als Forscher vor allem an einer Frage interessiert: Wie entstehen Gebirge? Obwohl es einige etablierte Theorien zur Orogenese – so der Fachbegriff für die Gebirgsbildung – gibt, sind zahlreiche Aspekte rund um das Wie, Wann und Warum der Entstehung von Gebirgsketten nach wie vor unklar. Dies gilt insbesondere für die Anden, die über 7.500 Kilometer lange Kette von Bergen und Vulkanen, die sich entlang der Grenze zwischen dem Südamerikanischen Kontinent und dem Pazifik erstreckt. Auf der einen Seite werden die sogenannte Pazifische und die Nazca-Platte durch die Kollision mit der Südamerikanischen Platte in den Untergrund gedrängt – ein Prozess, der als Subduktion bezeichnet wird. Auf der anderen Seite scheint die Südamerikanische Platte relativ stabil und unbeeinflusst zu bleiben. Die Kräfte, die bei diesem Zusammenstoß der tektonischen Platten entstehen, sind der Grund für das Wachstum der Anden und für die geologischen Naturgefahren der Region, insbesondere für den intensiven Vulkanismus und die häufig auftretenden, teils sehr heftigen Erdbeben. Jonathan Weiss ist bei seiner Forschung vor allem an den östlichen Anden im südlichen Bolivien interessiert. Hier ist die Gebirgskette noch relativ jung und, so nehmen die Wissenschaftler an, das Gefahrenpotenzial stark unterschätzt.",1316
2020-01-07,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-07-turn-turn-turn-oder-warum-braucht-wissenschaft-eine-wende,07.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/2/csm_AdobeStock_130079491_Tom_Bayer_artikel_39b882ffea.jpg,"Wissenschaft geht immer weiter: manchmal einen Schritt vor- und zwei rückwärts, dann wieder mit großen Sprüngen neuen Entdeckungen entgegen. Dabei bleiben auch radikale Kurswechsel nicht aus, bei denen jemand einen lange beschrittenen Pfad als Sackgasse erkennt, das Unterste nach oben kehren und ganz neu beginnen will.",320
2020-01-09,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-09-seminar-zur-sprachbildung-in-der-mathematik-mit-dem-e-learning-award-2019-ausgezeichnet,09.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/1/0/csm_Nominierte_E-Learning-Award_2019_TobiasHopfgarten_artikel_b65ccb1ee1.jpg,"Sprachbildung ist eine zentrale Aufgabe für Lehrkräfte aller Fächer und Bestandteil des Lehramtsstudiums im Fach Mathematik. Doch nur wenige Lehramtsstudierende haben im Laufe ihres Studiums die Möglichkeit, Erfahrungen mit diesem Thema zu sammeln, sagt Claudia-Susanne Günther. Ihr Seminar „Sprachsensibler Mathematikunterricht – Intercultural Math & Data Reporting“ soll die Sprachsensibilität von Lehrkräften steigern, indem es persönliche Erfahrungen in interkulturellen oder internationalen Lehr-Lern-Situationen ermöglicht. Für die Lehrveranstaltung, die im aktuellen Wintersemester erstmals angeboten wird, erhielt die Mathematikdidaktikerin im November 2019 den E-Learning Award der Universität Potsdam. Der Preis ist mit 5.000 Euro dotiert.",749
2020-01-13,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-13-deutsch-britisches-forschungsprojekt-widmet-sich-der-korruption-im-alten-griechenland-u,13.01.2020,No author found.,No image found.,"Mit Korruption in der griechischen und römischen Antike wird sich ab April 2020 für drei Jahre ein gemeinsames Forschungsprojekt von Prof. Dr. Filippo Carlà-Uhink, Professor für Geschichte des Altertums an der Universität Potsdam, und Dr. Marta García Morcillo, Senior Lecturer in Ancient History an der University of Roehampton (London), befassen. Gefördert wird das Projekt „‚Twisted Transfers‘: Discursive Constructions of Corruption in Ancient Greece and Rome“ von der Deutschen Forschungsgemeinschaft (DFG) und der britischen Förderorganisation UKRI’s Arts and Humanities Research Council (AHRC). Das Gesamtprojekt besteht aus neun Teilprojekten, die in Potsdam und London, aber auch in Sevilla, Mainz und Trier von 2020 bis 2023 durchgeführt werden. Geplant sind unter anderem eine internationale Tagung in London 2021 und eine Ringvorlesung für die breitere Öffentlichkeit in Potsdam im Wintersemester 2022/23.",917
2020-01-14,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-14-zehn-fragen-fuer-ein-buch-gut-gestimmt-diagnostik-und-therapie-bei-dysphonie,14.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/e/4/csm_Spektrum_Patholinguistik_11-Foto_Tom_Fritzsche_artikel_ad299075c5.jpg,"Zehn Fragen für ein Buch, gestellt an Tom Fritzsche, Özlem Yetim, Constanze Otto und Anne Adelt, Herausgeber des Buches „Gut gestimmt: Diagnostik und Therapie bei Dysphonie“, Universitätsverlag 2019.",199
